feature,cls,pyradiomics_name,n,pearson_r,ccc,icc,mae,median_abs_err,max_abs_err,median_rel_err,max_rel_err,frac_within_1e6,frac_within_1e3,slope,intercept,mean_pyrad,sd_pyrad,status
shape2D_PerimeterSurfaceRatio,shape2D,original_shape2D_PerimeterSurfaceRatio,410,1.0,1.0000000000000002,1.0,3.8113144077070926e-17,0.0,2.7755575615628914e-16,0.0,1.0019558367261746e-15,1.0,1.0,1.0000000000000002,4.386400561216372e-17,0.2984705522713656,0.08883378973056086,exact
shape2D_PixelSurface,shape2D,original_shape2D_PixelSurface,410,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0000000000000007,-4.491674174685567e-14,216.0268292682927,89.6067928729226,exact
shape2D_SphericalDisproportion,shape2D,original_shape2D_SphericalDisproportion,410,1.0,0.9999999999999998,1.0,1.5380650682611924e-16,0.0,1.1102230246251565e-15,0.0,1.016001946292722e-15,1.0,1.0,0.9999999999999999,8.772801122432748e-17,1.1432138692254727,0.09959093768037351,exact
shape2D_Sphericity,shape2D,original_shape2D_Sphericity,410,1.0,1.0,1.0,1.2049981608736456e-16,1.1102230246251565e-16,6.661338147750939e-16,1.2391833659603135e-16,8.473477464059976e-16,1.0,1.0,0.9999999999999998,8.772801122432746e-17,0.8803538791853881,0.06511700656312293,exact
shape_Compactness1,shape,original_shape_Compactness1,410,-0.7100598598292834,-0.0021975389014973145,-0.0022029236934582213,0.2517122353464084,0.2570348971669859,0.3485518624655563,21.278543160055975,46.699532650033255,0.0,0.0,-12.530009146730414,0.41831268846116726,0.012313402844595912,0.0023900859508262672,discrepant
shape_Compactness2,shape,original_shape_Compactness2,410,-0.6847483668168387,-0.00034421590206453975,-0.0003450577961389858,25.34433549268782,25.652614553805556,45.14868311316142,495.33498191198316,2274.245415031545,0.0,0.0,-221.25864737223588,37.768840115485204,0.05590110787450714,0.02331978889421882,discrepant
shape_Elongation,shape,original_shape_Elongation,410,0.9999999999999999,0.9999999999999999,1.0,3.3679021631159476e-16,2.220446049250313e-16,2.0761170560490427e-14,3.002903509153876e-16,2.0894543310158745e-14,1.0,1.0,0.9999999999999994,1.75456022448655e-16,0.6388632162904664,0.1767653591410957,exact
shape_LeastAxisLength,shape,original_shape_LeastAxisLength,410,,0.0,0.0,12.949999831036363,12.962353141017953,23.40240436209537,,,0.0,0.0,,,0.0,0.0,discrepant
shape_MajorAxisLength,shape,original_shape_MajorAxisLength,410,0.9999999999999999,1.0,1.0,4.165773417276441e-15,3.552713678800501e-15,9.947598300641403e-14,1.5084624174896178e-16,1.0155049633984495e-14,1.0,1.0,0.9999999999999992,4.210944538767717e-15,21.118086508829442,5.425514758583242,exact
shape_Maximum2DDiameterColumn,shape,original_shape_Maximum2DDiameterColumn,410,0.903239732567264,0.8693641746230583,0.8696412631698778,1.2414634146341463,0.0,12.0,0.0,1.375,0.5121951219512195,0.5121951219512195,0.9589158375645349,1.8912946180341286,15.817073170731707,4.418718633325696,discrepant
shape_Maximum2DDiameterRow,shape,original_shape_Maximum2DDiameterRow,410,0.9042445972016088,0.8703237761712658,0.8705991322882018,1.353658536585366,0.0,13.0,0.0,1.625,0.5073170731707317,0.5073170731707317,0.959754669737567,2.022810771704885,16.62682926829268,4.817120098567339,discrepant
shape_Maximum2DDiameterSlice,shape,original_shape_Maximum2DDiameterSlice,410,0.9999999999999998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999994,1.4036481795892393e-15,21.439808051478483,5.236177761022528,exact
shape_Maximum3DDiameter,shape,original_shape_Maximum3DDiameter,410,0.9999999999999998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999994,1.4036481795892393e-15,21.439808051478483,5.236177761022528,exact
shape_MeshVolume,shape,original_shape_MeshVolume,410,0.9999249169366966,0.9901283724044029,0.9901522124383171,12.182113821138218,12.208333333333357,20.83333333333337,0.06230860624179754,0.2514285714285714,0.0,0.0,1.0282764924011836,6.432238519976001,203.3447154471544,87.13615995556896,discrepant
shape_MinorAxisLength,shape,original_shape_MinorAxisLength,410,0.9999999999999999,0.9999999999999999,1.0,4.328245079416708e-15,3.552713678800501e-15,1.0480505352461478e-13,2.1201238120861032e-16,1.0767802517596493e-14,1.0,1.0,0.9999999999999993,0.0,12.949999831036365,3.4008914397384387,exact
shape_SphericalDisproportion,shape,original_shape_SphericalDisproportion,410,-0.09133460128134371,-0.0023320372178174537,-0.002337752349708175,1.5557283289339738,1.5725351172848874,2.5840160121465594,0.5829758187898728,0.698981795155308,0.0,0.0,-0.027981825132181913,1.2187351978562375,2.6989421981594464,0.3250716685313909,discrepant
shape_Sphericity,shape,original_shape_Sphericity,410,-0.0773461838719477,-0.001845943142176456,-0.0018504648023109067,0.5041722147537484,0.5232446590819324,0.6418025140702855,1.3979424816522263,2.322058214106825,0.0,0.0,-0.10541842299939934,0.9200103570110607,0.37618166443163964,0.04777677202447658,discrepant
shape_SurfaceArea,shape,original_shape_SurfaceArea,410,0.9284006571637703,0.022163090296516252,0.022216074925909608,399.3848085780361,379.2226738427939,1142.1705989164507,0.8684041036254688,0.9221486840185974,0.0,0.0,0.06299803567396658,29.184381868940932,457.38344930283927,184.60886904465758,discrepant
shape_SurfaceVolumeRatio,shape,original_shape_SurfaceVolumeRatio,410,0.9977879780949277,0.004134104381164099,0.004144170327248358,1.9810051289696076,1.9804461209855417,2.0773782873987523,0.8762498635577461,0.9248631650500271,0.0,0.0,0.9645085791472872,-1.900103298243161,2.2794756812409736,0.09189891034471638,discrepant
shape_VoxelVolume,shape,original_shape_VoxelVolume,410,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0000000000000007,-4.491674174685567e-14,216.0268292682927,89.6067928729226,exact
