feature,cls,pyradiomics_name,n,pearson_r,ccc,icc,mae,median_abs_err,max_abs_err,mean_difference,sd_difference,loa_lower,loa_upper,median_rel_err,max_rel_err,frac_within_1e6,frac_within_1e3,slope,intercept,mean_pyrad,sd_pyrad,status
glszm_HighGrayLevelZoneEmphasis,glszm,original_glszm_HighGrayLevelZoneEmphasis,410,0.9999999999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,-6.161689084449138e-16,9.441658975343525,3.5063724984963716,exact
glszm_LargeAreaEmphasis,glszm,original_glszm_LargeAreaEmphasis,410,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0000000000000002,-1.222345702351167e-13,2196.1105255176476,2140.808729642308,exact
glszm_LargeAreaHighGrayLevelEmphasis,glszm,original_glszm_LargeAreaHighGrayLevelEmphasis,410,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0000000000000004,5.16020651718667e-12,12655.957628419981,17458.948955298365,exact
glszm_LargeAreaLowGrayLevelEmphasis,glszm,original_glszm_LargeAreaLowGrayLevelEmphasis,410,1.0,1.0,1.0,1.2538479739571524e-14,0.0,9.094947017729282e-13,2.1056327413378578e-15,6.291378701447264e-14,-1.2120538980702852e-13,1.2541665528970424e-13,0.0,4.2346517042345387e-16,1.0,1.0,0.9999999999999994,-9.216416675191735e-16,618.6097730106779,862.634147733357,exact
glszm_LowGrayLevelZoneEmphasis,glszm,original_glszm_LowGrayLevelZoneEmphasis,410,1.0,1.0,1.0,1.1068381983305677e-17,0.0,1.1102230246251565e-16,3.1478884539676696e-18,3.342005982193606e-17,-6.235542879702701e-17,6.865120570496234e-17,0.0,8.477424504372075e-16,1.0,1.0,1.0,-3.1665225982849544e-17,0.2594446761519365,0.10411206581870154,exact
glszm_SizeZoneNonUniformity,glszm,original_glszm_SizeZoneNonUniformity,410,0.9999999999999998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0000000000000009,3.6630952635411334e-16,2.5789910957644455,2.0768569510173243,exact
glszm_SizeZoneNonUniformityNormalized,glszm,original_glszm_SizeZoneNonUniformityNormalized,410,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-4.965980729278587e-17,0.21802626150983428,0.07471656279004323,exact
glszm_SmallAreaEmphasis,glszm,original_glszm_SmallAreaEmphasis,410,0.9999999999999998,1.0,1.0,1.4864544004553397e-17,0.0,2.220446049250313e-16,-2.194980520174617e-18,4.062215498910229e-17,-8.18144042988151e-17,7.742444325846587e-17,0.0,1.1264746648882106e-13,1.0,1.0,0.9999999999999999,-3.096376215505408e-17,0.34526184000595894,0.14926035254842732,exact
glszm_SmallAreaHighGrayLevelEmphasis,glszm,original_glszm_SmallAreaHighGrayLevelEmphasis,410,0.9999999999999999,1.0,1.0,2.5020635969601086e-16,0.0,5.329070518200751e-15,1.5705594006892457e-17,5.993031127661166e-16,-1.1589285070146963e-15,1.190339695028481e-15,0.0,5.113555863392158e-16,1.0,1.0,1.0,1.925069985461222e-16,4.295197631817273,2.7354079409708243,exact
glszm_SmallAreaLowGrayLevelEmphasis,glszm,original_glszm_SmallAreaLowGrayLevelEmphasis,410,1.0,1.0,1.0,5.387823698367295e-18,0.0,1.1102230246251565e-16,1.9860732723054586e-18,2.276760228245604e-17,-4.2638427201308376e-17,4.661057374591929e-17,0.0,1.7360302968947914e-13,1.0,1.0,1.0000000000000002,8.387090350863633e-18,0.051732085379365765,0.04292415114398963,exact
glszm_ZoneEntropy,glszm,original_glszm_ZoneEntropy,410,0.9999999999999999,0.9999999999999998,1.0,2.869520339500679e-15,2.6645352591003757e-15,6.217248937900877e-15,2.869520339500679e-15,1.0694537704273971e-15,7.733909494629809e-16,4.965649729538377e-15,9.491266095942905e-16,1.707027206443971e-15,1.0,1.0,1.0000000000000018,-3.0460391312478094e-15,2.88462104889664,0.47905612430563255,exact
glszm_ZonePercentage,glszm,original_glszm_ZonePercentage,410,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0000000000000004,-4.745614332525326e-18,0.06082205224859346,0.037275333807910614,exact
glszm_ZoneVariance,glszm,original_glszm_ZoneVariance,410,1.0,1.0,1.0,1.0827978080558795e-13,0.0,1.8189894035458565e-12,4.852486975922636e-15,2.569607489454496e-13,-4.987905809571585e-13,5.084955549090039e-13,0.0,5.036265328163324e-16,1.0,1.0,0.9999999999999999,-1.982932999687445e-13,1575.810554134115,1576.3285612585491,exact
ngtdm_Busyness,ngtdm,original_ngtdm_Busyness,410,0.9999999999999999,1.0,1.0,1.9496599456832017e-16,0.0,1.7763568394002505e-15,-4.332577657073782e-18,3.924031554711099e-16,-7.734427623804492e-16,7.647776070663016e-16,0.0,5.225033087274997e-16,1.0,1.0,1.0000000000000002,7.014338411927481e-16,3.839602100757043,10.737539354859088,exact
ngtdm_Coarseness,ngtdm,original_ngtdm_Coarseness,410,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,2.738137407265604e-18,0.0632297255339379,0.057334996928855096,exact
ngtdm_Complexity,ngtdm,original_ngtdm_Complexity,410,1.0,1.0000000000000002,1.0,1.979446417075584e-16,0.0,2.6645352591003757e-15,-1.4893235696191125e-17,3.967659961377027e-16,-7.925545881260884e-16,7.627681167337062e-16,0.0,6.858263378010722e-16,1.0,1.0,1.0000000000000007,7.511996754110992e-17,1.9042000097039604,1.2426393999445464,exact
ngtdm_Contrast,ngtdm,original_ngtdm_Contrast,410,1.0,1.0000000000000002,1.0,6.8368829095898105e-12,5.202600503184662e-12,5.339329672837678e-11,-4.489890848833227e-12,9.329670859250862e-12,-2.2776045732964918e-11,1.3796264035298463e-11,2.0000788627547797e-10,1.0000055887609268e-09,1.0,1.0,0.9999999998347952,-4.305951766798321e-13,0.024571266437770172,0.012832789480480368,exact
ngtdm_Strength,ngtdm,original_ngtdm_Strength,410,1.0,1.0,1.0,3.3002056372241694e-17,0.0,2.220446049250313e-16,3.283281505751225e-18,6.408669941258069e-17,-1.2232664934290694e-16,1.2889321235440938e-16,0.0,1.0586867142467732e-15,1.0,1.0,1.0,2.7488015031373135e-17,0.3378097766220415,0.21091177350887047,exact
shape2D_Elongation,shape2D,original_shape2D_Elongation,410,1.0,1.0000000000000002,1.0,3.317129768697114e-16,2.220446049250313e-16,2.0761170560490427e-14,-5.348025545450449e-17,1.1659472794494544e-15,-2.338736923175435e-15,2.231776412266426e-15,2.992756464169688e-16,2.0894543310158745e-14,1.0,1.0,0.9999999999999996,3.805441072227825e-16,0.6388632162904664,0.17676535914109567,exact
shape2D_MajorAxisLength,shape2D,original_shape2D_MajorAxisLength,410,1.0,1.0000000000000002,1.0,4.230762082132548e-15,3.552713678800501e-15,9.947598300641403e-14,2.794512588812589e-16,8.229413712155455e-15,-1.585019961694343e-14,1.6409102134705952e-14,1.4881983791060264e-16,1.0155049633984495e-14,1.0,1.0,1.0,3.420866886811023e-16,21.118086508829442,5.425514758583242,exact
shape2D_MaximumDiameter,shape2D,original_shape2D_MaximumDiameter,410,0.9999999999999998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999997,6.8699299196420914e-15,21.439808051478483,5.236177761022528,exact
shape2D_MeshSurface,shape2D,original_shape2D_MeshSurface,410,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0000000000000002,3.821018033350834e-14,215.5268292682927,89.6067928729226,exact
shape2D_MinorAxisLength,shape2D,original_shape2D_MinorAxisLength,410,0.9999999999999999,1.0000000000000002,1.0,4.254591259246453e-15,3.552713678800501e-15,1.0480505352461478e-13,-1.6030537331172991e-16,8.216070767209789e-15,-1.6263804077042915e-14,1.5943193330419457e-14,2.221410011214555e-16,1.0767802517596493e-14,1.0,1.0,0.9999999999999996,5.849540037457233e-16,12.949999831036363,3.4008914397384387,exact
shape2D_Perimeter,shape2D,original_shape2D_Perimeter,410,0.9999999999999997,1.0000000000000004,1.0,8.587168916320235e-15,7.105427357601002e-15,8.526512829121202e-14,-1.4730764034050858e-16,1.4943650075154276e-14,-2.943686178764289e-14,2.914224650696187e-14,1.231475554517482e-16,9.020525217053866e-16,1.0,1.0,1.0,7.762360099719212e-15,57.99864072480309,12.526914999538214,exact
shape2D_PerimeterSurfaceRatio,shape2D,original_shape2D_PerimeterSurfaceRatio,410,1.0,1.0000000000000002,1.0,3.8113144077070926e-17,0.0,2.7755575615628914e-16,-4.129488079398448e-18,6.930303210020996e-17,-1.3996343099580997e-16,1.317044548370131e-16,0.0,1.0019558367261746e-15,1.0,1.0,1.0000000000000002,4.7078331889211746e-17,0.2984705522713656,0.08883378973056086,exact
shape2D_PixelSurface,shape2D,original_shape2D_PixelSurface,410,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0000000000000009,-4.135944385779412e-14,216.0268292682927,89.6067928729226,exact
shape2D_SphericalDisproportion,shape2D,original_shape2D_SphericalDisproportion,410,0.9999999999999997,0.9999999999999998,1.0,1.5380650682611924e-16,0.0,1.1102230246251565e-15,-3.2494332428053364e-18,2.715958475849342e-16,-5.355772945092764e-16,5.290784280236657e-16,0.0,1.016001946292722e-15,1.0,1.0,0.9999999999999999,4.769093517870285e-17,1.1432138692254727,0.09959093768037351,exact
shape2D_Sphericity,shape2D,original_shape2D_Sphericity,410,1.0,1.0,1.0,1.2049981608736456e-16,1.1102230246251565e-16,6.661338147750939e-16,-3.5202193463724476e-18,1.9069005393077227e-16,-3.772727250506861e-16,3.702322863579412e-16,1.2391833659603135e-16,8.473477464059976e-16,1.0,1.0,0.9999999999999996,1.8416553341637838e-16,0.8803538791853881,0.06511700656312293,exact
shape_Compactness1,shape,original_shape_Compactness1,410,-0.7100598598292829,-0.0021975389014973145,-0.0022029236934582213,0.2517122353464084,0.2570348971669859,0.3485518624655563,0.2517122353464084,0.04395945506123238,0.16555170342639294,0.3378727672664239,21.278543160055975,46.699532650033255,0.0,0.0,-12.530009146730402,0.41831268846116726,0.012313402844595912,0.0023900859508262672,discrepant
shape_Compactness2,shape,original_shape_Compactness2,410,-0.6847483668168387,-0.00034421590206453975,-0.0003450577961389858,25.34433549268782,25.652614553805556,45.14868311316142,25.34433549268782,7.560396952015647,10.525957466737152,40.16271351863848,495.33498191198316,2274.245415031545,0.0,0.0,-221.25864737223617,37.76884011548523,0.05590110787450714,0.02331978889421882,discrepant
shape_Elongation,shape,original_shape_Elongation,410,1.0,0.9999999999999999,1.0,3.3679021631159476e-16,2.220446049250313e-16,2.0761170560490427e-14,-4.82676229608376e-17,1.1719585041496205e-15,-2.3453062910940934e-15,2.2487710451724184e-15,3.002903509153876e-16,2.0894543310158745e-14,1.0,1.0,0.9999999999999996,2.92816095998455e-16,0.6388632162904664,0.1767653591410957,exact
shape_LeastAxisLength,shape,original_shape_LeastAxisLength,410,,0.0,0.0,12.949999831036363,12.962353141017953,23.40240436209537,12.949999831036363,3.405046470536317,6.276108748785182,19.623890913287546,,,0.0,0.0,,,0.0,0.0,discrepant
shape_MajorAxisLength,shape,original_shape_MajorAxisLength,410,1.0,1.0,1.0,4.165773417276441e-15,3.552713678800501e-15,9.947598300641403e-14,3.4443992373736565e-16,8.15299618223138e-15,-1.563543259343614e-14,1.632431244091087e-14,1.5084624174896178e-16,1.0155049633984495e-14,1.0,1.0,0.9999999999999999,2.0190866933518436e-15,21.118086508829442,5.425514758583242,exact
shape_Maximum2DDiameterColumn,shape,original_shape_Maximum2DDiameterColumn,410,0.9032397325672643,0.8693641746230583,0.8696412631698778,1.2414634146341463,0.0,12.0,1.2414634146341463,2.0237556905998453,-2.7250977389415505,5.208024568209843,0.0,1.375,0.5121951219512195,0.5121951219512195,0.9589158375645346,1.8912946180341303,15.817073170731707,4.418718633325696,discrepant
shape_Maximum2DDiameterRow,shape,original_shape_Maximum2DDiameterRow,410,0.9042445972016101,0.8703237761712658,0.8705991322882018,1.353658536585366,0.0,13.0,1.353658536585366,2.1945250346296885,-2.9476105312888237,5.654927604459555,0.0,1.625,0.5073170731707317,0.5073170731707317,0.9597546697375687,2.0228107717048776,16.62682926829268,4.817120098567339,discrepant
shape_Maximum2DDiameterSlice,shape,original_shape_Maximum2DDiameterSlice,410,0.9999999999999998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999997,6.8699299196420914e-15,21.439808051478483,5.236177761022528,exact
shape_Maximum3DDiameter,shape,original_shape_Maximum3DDiameter,410,0.9999999999999998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999997,6.8699299196420914e-15,21.439808051478483,5.236177761022528,exact
shape_MeshVolume,shape,original_shape_MeshVolume,410,0.9999249169366966,0.9901283724044029,0.9901522124383171,12.182113821138218,12.208333333333357,20.83333333333337,12.182113821138218,2.7007987545496195,6.888548262220964,17.47567938005547,0.06230860624179754,0.2514285714285714,0.0,0.0,1.0282764924011822,6.432238519975978,203.3447154471544,87.13615995556896,discrepant
shape_MinorAxisLength,shape,original_shape_MinorAxisLength,410,1.0,0.9999999999999999,1.0,4.328245079416708e-15,3.552713678800501e-15,1.0480505352461478e-13,-1.6030537331172991e-16,8.4436811706515e-15,-1.6709920467788667e-14,1.638930972116521e-14,2.1201238120861032e-16,1.0767802517596493e-14,1.0,1.0,0.9999999999999996,5.849540037457233e-16,12.949999831036365,3.4008914397384387,exact
shape_SphericalDisproportion,shape,original_shape_SphericalDisproportion,410,-0.0913346012813437,-0.0023320372178174537,-0.002337752349708175,1.5557283289339738,1.5725351172848874,2.5840160121465594,-1.5557283289339738,0.3489996956004458,-2.2397677323108476,-0.8716889255571001,0.5829758187898728,0.698981795155308,0.0,0.0,-0.027981825132182225,1.2187351978562377,2.6989421981594464,0.3250716685313909,discrepant
shape_Sphericity,shape,original_shape_Sphericity,410,-0.07734618387194772,-0.001845943142176456,-0.0018504648023109067,0.5041722147537484,0.5232446590819324,0.6418025140702855,0.5041722147537484,0.0837927791009376,0.3399383677159107,0.6684060617915861,1.3979424816522263,2.322058214106825,0.0,0.0,-0.10541842299939948,0.9200103570110608,0.37618166443163964,0.04777677202447658,discrepant
shape_SurfaceArea,shape,original_shape_SurfaceArea,410,0.9284006571637703,0.022163090296516252,0.022216074925909608,399.3848085780361,379.2226738427939,1142.1705989164507,-399.3848085780361,173.25290303834947,-738.960498533201,-59.80911862287115,0.8684041036254688,0.9221486840185974,0.0,0.0,0.06299803567396665,29.184381868940925,457.38344930283927,184.60886904465758,discrepant
shape_SurfaceVolumeRatio,shape,original_shape_SurfaceVolumeRatio,410,0.9977879780949281,0.004134104381164099,0.004144170327248358,1.9810051289696076,1.9804461209855417,2.0773782873987523,-1.9810051289696076,0.006754474980692367,-1.9942438999317647,-1.9677663580074505,0.8762498635577461,0.9248631650500271,0.0,0.0,0.9645085791472864,-1.9001032982431578,2.2794756812409736,0.09189891034471638,discrepant
shape_VoxelVolume,shape,original_shape_VoxelVolume,410,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0000000000000009,-4.135944385779412e-14,216.0268292682927,89.6067928729226,exact
